,DHd_2016.zip,DHd_2017.zip,DHd_2018.zip,DHd_2019.zip,DHd_2020.zip,DHd_2022.zip,DHd_2023.zip
relationale Daten,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Docker,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Software Deployment,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Virtualization,0.0,0.0,0.0,0.0,0.0,0.006,0.0
OCR/HTR,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Machine Reasoning,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Alchemie,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Film,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Kohäsion,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Humboldt,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Suchfunktion,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Jupyter Notebook,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Selektion,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Informationsintermediär,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Autonomie,0.0,0.0,0.0,0.0,0.0,0.006,0.0
DHd-Abstracts,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Taskforce,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Storytelling,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Serien,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Geschichtsvermittlung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
politische Bildung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Gegenwartsliteratur,0.0,0.0,0.0,0.0,0.0,0.006,0.0
CATMA,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Hackathons,0.0,0.0,0.0,0.0,0.0,0.006,0.0
DH-Didaktik,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Kompetenzen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
DH-Fallvignetten,0.0,0.0,0.0,0.0,0.0,0.006,0.0
DH-Lehre,0.0,0.0,0.0,0.0,0.0,0.006,0.0
kollektive Kreativität,0.0,0.0,0.0,0.0,0.0,0.006,0.0
DH-Teams,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Berufsklassifikation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Entitätserkennung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Machine-Learning,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Datenextraktion,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Datenethik,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Care-Prinzipien,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Historizität von Daten,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Awareness,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Pandemie,0.0,0.0,0.0,0.0,0.0,0.006,0.0
KI,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Andreas Gryphius,0.0,0.0,0.0,0.0,0.0,0.006,0.0
digitales kulturelles Gedächtnis,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Interaktionale Linguistik,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Arbeitsorganisation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Mittelpersisch,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Pahlavi,0.0,0.0,0.0,0.0,0.0,0.006,0.0
digitale Erschließung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Referenzierung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
User Stories,0.0,0.0,0.0,0.0,0.0,0.006,0.0
HNA,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Interviewstudie,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Visualisierungsfunktionen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
japanische visuelle Medien,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Knowledge Graph,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Gazetteer,0.0,0.0,0.0,0.0,0.0,0.006,0.0
GOV,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Zeit und Raum,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Ortsverzeichnis,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Identifikation Orte,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Kabbalah,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Varianten,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Visuelle Medien,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Social Tagging,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Game with a Purpose,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Machine Learning Prediction Modelle,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Anrede,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Book reviews,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Machine learning,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Sentiment analysis,0.0,0.0,0.0,0.0,0.0,0.006,0.0
theoretical biology,0.0,0.0,0.0,0.0,0.0,0.006,0.0
topic modelling,0.0,0.0,0.0,0.0,0.0,0.006,0.0
interactive visualization,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Reviewing,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Open Identities,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Open Peer Review,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Notensatz,0.0,0.0,0.0,0.0,0.0,0.006,0.0
OMR,0.0,0.0,0.0,0.0,0.0,0.006,0.0
statistische Analyse,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Segmentierung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
deutschsprachiche Literatur,0.0,0.0,0.0,0.0,0.0,0.006,0.0
3D-models,0.0,0.0,0.0,0.0,0.0,0.006,0.0
3D-rendering,0.0,0.0,0.0,0.0,0.0,0.006,0.0
knowledge graph,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Kompakkt,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Wikibase,0.0,0.0,0.0,0.0,0.0,0.006,0.006
annotation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
enrichment,0.0,0.0,0.0,0.0,0.0,0.006,0.0
TEI/XML,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Kodierungsrichtlinien,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Digitale Geschichte,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Historische Metrologie,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Kompetenzfragen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Videoannotation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Domänenadaption,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Tatort,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Emotionserkennung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Emotionsklassifikation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Transformer-basierte Modelle,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Computerspiel,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Zugang,0.0,0.0,0.0,0.0,0.0,0.006,0.0
multimodales Retrieval,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Publikationsworkflow,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Textsammlungen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Forschungsumgebungen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Wissenschaftethik,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Datenbiographik,0.0,0.0,0.0,0.0,0.0,0.006,0.0
digitale Dienste,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Chronik,0.0,0.0,0.0,0.0,0.0,0.006,0.0
digitale Texte,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Liebesbrief,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Verbundprojekt,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Gruß &amp; Kuss,0.0,0.0,0.0,0.0,0.0,0.006,0.0
digitale Sammlung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Klassifizierung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Anzeigen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Zeitung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Digital/Computational History; Wandel der geschichtsschreibenden Praktiken; epistemologische Folgen des Einsatzes von Datenbanken,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Machine Learning; digital literacy,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Bibelauslegung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
XQuery,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Neologie,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Migration,0.0,0.0,0.0,0.0,0.0,0.006,0.006
Fehler,0.0,0.0,0.0,0.0,0.0,0.006,0.0
onomasiologische Suche,0.0,0.0,0.0,0.0,0.0,0.006,0.0
multilingual,0.0,0.0,0.0,0.0,0.0,0.006,0.0
reflexive Passagen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Attribution,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Inter Annotator Agreement,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Prosopograpie,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Implementation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
publizieren,0.0,0.0,0.0,0.0,0.0,0.006,0.0
literate programming,0.0,0.0,0.0,0.0,0.0,0.006,0.0
wissenschaftskommunikation,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Datenphysikalisierung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Ausstellung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Akademisches Bloggen,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Anerkennung,0.0,0.0,0.0,0.0,0.0,0.006,0.0
digital history,0.0,0.0,0.0,0.0,0.0,0.006,0.0
digital heritage,0.0,0.0,0.0,0.0,0.0,0.006,0.0
memory studies,0.0,0.0,0.0,0.0,0.0,0.006,0.0
Service,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Hilfestellung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Interviewtranskripte,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Grounded Theory,0.0,0.0,0.0,0.0,0.0,0.0,0.013
Ferdinand Tönnies,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Randnotizen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Listen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Multimodale Korpuslinguistik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Biografiedaten,0.0,0.0,0.0,0.0,0.0,0.0,0.013
Sozialgeschichte,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Sozialtopographie,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Nachlasserschließung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Ontology Engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.013
Frühromantik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Flurnamenforschung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Thüringisches Flurnamenportal,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Open Culture,0.0,0.0,0.0,0.0,0.0,0.0,0.013
Digitalisierung Flurnamenarchiv,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Mehrsprachigkeit,0.0,0.0,0.0,0.0,0.0,0.0,0.006
ELTeC,0.0,0.0,0.0,0.0,0.0,0.0,0.006
VIAF,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Born-Digitals,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Friedrich Kittler,0.0,0.0,0.0,0.0,0.0,0.0,0.006
NSRL,0.0,0.0,0.0,0.0,0.0,0.0,0.006
NFDI4Culture,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Text+,0.0,0.0,0.0,0.0,0.0,0.0,0.013
Graphesis,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Kartierung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Kriegsspiel,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Diplomatik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Google Ngram-Viewer,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Culturomics,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Deutsche Korpora,0.0,0.0,0.0,0.0,0.0,0.0,0.006
computational edition,0.0,0.0,0.0,0.0,0.0,0.0,0.006
normalisation,0.0,0.0,0.0,0.0,0.0,0.0,0.006
processing,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Vossianische Antonomasie,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Dimensionsreduktion,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Digitales Werkverzeichnis,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Diversität,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Korpusbildung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Citizen Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Open Data,0.0,0.0,0.0,0.0,0.0,0.0,0.019
Zeitverlauf,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Häufigkeit,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Korpustool,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Corona,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Presse,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Mehrworteinheiten,0.0,0.0,0.0,0.0,0.0,0.0,0.006
N-Gram,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Musikgeschichte,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Kunstkritik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
aiart,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Dall-e 2,0.0,0.0,0.0,0.0,0.0,0.0,0.006
openai,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Analysing,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Stylistic Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Programming,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Lyrik der Romantik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Korpusexploration,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Sprachsynthese,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Open Schiences,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Digital Literacy,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Diplomatie,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Instagram,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Bildklassifikation,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Transferlernen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Körperbild,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Fitspiration,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Bodypositivity,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Registry,0.0,0.0,0.0,0.0,0.0,0.0,0.006
deutschsprachige Literatur,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Werkbeziehungen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
unzuverlässiges Erzählen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
video analytics,0.0,0.0,0.0,0.0,0.0,0.0,0.006
narrative strategies,0.0,0.0,0.0,0.0,0.0,0.0,0.006
disinformation,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Open Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.013
Open Vocabularies,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Journal,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Review,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Editorik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Repräsentation,0.0,0.0,0.0,0.0,0.0,0.0,0.006
research software engineering,0.0,0.0,0.0,0.0,0.0,0.0,0.006
softwareentwicklung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
professionalisierung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Beschreibung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Telling,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Showing,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Roman,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Benutzeroberfläche,0.0,0.0,0.0,0.0,0.0,0.0,0.006
multilingualism,0.0,0.0,0.0,0.0,0.0,0.0,0.006
data feminism,0.0,0.0,0.0,0.0,0.0,0.0,0.006
decolonisation,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Software-Entwicklung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
drama,0.0,0.0,0.0,0.0,0.0,0.0,0.006
onboarding,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Designing,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Searching,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Writing,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Content Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Research Process,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Handlung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Erzählwürdigkeit,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Zusammenfassung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Events,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Ereignis,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Event,0.0,0.0,0.0,0.0,0.0,0.0,0.006
pyramide,0.0,0.0,0.0,0.0,0.0,0.0,0.006
pyramid,0.0,0.0,0.0,0.0,0.0,0.0,0.006
n-gram,0.0,0.0,0.0,0.0,0.0,0.0,0.006
bleu,0.0,0.0,0.0,0.0,0.0,0.0,0.006
ruge,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Ereignishaftigkeit,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Pyramiden-Methode,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Pyramiden Methode,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Postkolonialismus,0.0,0.0,0.0,0.0,0.0,0.0,0.006
digitales museum,0.0,0.0,0.0,0.0,0.0,0.0,0.006
generous interface,0.0,0.0,0.0,0.0,0.0,0.0,0.006
open-source software,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Sprachtechnologie,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Kodierung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Embeddings,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Datendomäne Sammlungen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
ortsverteilt,0.0,0.0,0.0,0.0,0.0,0.0,0.006
derived text formats,0.0,0.0,0.0,0.0,0.0,0.0,0.006
authorship classification,0.0,0.0,0.0,0.0,0.0,0.0,0.006
evaluation,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Public Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Komposita,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Muster,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Korpusaufbereitung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Anonymisierung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Chatbot,0.0,0.0,0.0,0.0,0.0,0.0,0.013
Historische Reiseberichte,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Archive,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Publikationsplattform,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Emotion,0.0,0.0,0.0,0.0,0.0,0.0,0.013
Open Archives,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Publikationsumgebung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Forschungsinstrument,0.0,0.0,0.0,0.0,0.0,0.0,0.006
ComDeG,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Wissensbasis,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Bibliographische Datensammlungen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Religion,0.0,0.0,0.0,0.0,0.0,0.0,0.013
Bildungsmedien,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Volltexte,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Digitalisate,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Weißbuch,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Editionswissenschaft,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Digitale Editionswissenschaft,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Nachschlagewerk,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Zotero,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Wissensressource,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Data Feminism,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Datenfeminismus,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Korpuskritik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Intersektionalität,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Gender Data Gap,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Data augmentation,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Partizipative Forschung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
FAIRe Lehre,0.0,0.0,0.0,0.0,0.0,0.0,0.006
OER,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Open Cultural Heritage Data,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Openness,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Framesemantik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Personen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Semi-Automatisierung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Textauszüge,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Experimente,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Provenienzforschung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Datenintegration,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Wissensgraph,0.0,0.0,0.0,0.0,0.0,0.0,0.006
sensible Sammlungen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Naturkundemuseum,0.0,0.0,0.0,0.0,0.0,0.0,0.006
INCEpTION,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Imperialismus,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Kolonialismus,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Literaturrezeption,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Leser:innenforschung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Interdisziplinär,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Digital,0.0,0.0,0.0,0.0,0.0,0.0,0.006
lebende Systeme,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Architekturforschung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Vernetzungsplattform,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Graphentechnologie,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Akteursnetzwerk,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Algorithmus,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Begriffsarbeit,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Computational Thinking,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Media Sentiment,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Börse,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Zero-Shot Klassifikation,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Musiknotation,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Human Computer Interaction,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Wissensgraphen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Briefanalyse,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Literarische Blogs,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Aufbereitung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
WARC,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Deutscher Schriftstellerverband,0.0,0.0,0.0,0.0,0.0,0.0,0.006
DDR,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Digital Scholarly Edition,0.0,0.0,0.0,0.0,0.0,0.0,0.006
History,0.0,0.0,0.0,0.0,0.0,0.0,0.006
virtuelles Museum,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Skandal,0.0,0.0,0.0,0.0,0.0,0.0,0.006
kulturelle Bildung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Kategoriensystem,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Formale Methoden,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Beschreibungslogik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
plain text,0.0,0.0,0.0,0.0,0.0,0.0,0.006
stand-off annotations,0.0,0.0,0.0,0.0,0.0,0.0,0.006
automatische Annotationen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
computational methods,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Meta: CommunityBuilding,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Meta: Lehren/Lernen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Fanfiction,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Kulturelle Objekte,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Fallstudien,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Digitale Quellenkritik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Open Publication,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Theorie der DH,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Algorithmenkritik,0.0,0.0,0.0,0.0,0.0,0.0,0.006
forschungsdatenmanagegement,0.0,0.0,0.0,0.0,0.0,0.0,0.006
knowledge graphs,0.0,0.0,0.0,0.0,0.0,0.0,0.006
datenintegration,0.0,0.0,0.0,0.0,0.0,0.0,0.006
infrastruktur,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Arzneimittelrezepte,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Öffnung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Supportstrukturen,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Provenienz,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Sentence-Transformer,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Analytische Philosophie,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Kontinentale Philosophie,0.0,0.0,0.0,0.0,0.0,0.0,0.006
kollaboratives Annotieren,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Wissenschaftsinfrastruktur,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Research Infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Open-Access-Transformation,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Workshop,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Blender,0.0,0.0,0.0,0.0,0.0,0.0,0.006
3D-Methoden,0.0,0.0,0.0,0.0,0.0,0.0,0.006
4D-Methoden,0.0,0.0,0.0,0.0,0.0,0.0,0.006
FAIR data,0.0,0.0,0.0,0.0,0.0,0.0,0.006
linked data,0.0,0.0,0.0,0.0,0.0,0.0,0.006
graph database,0.0,0.0,0.0,0.0,0.0,0.0,0.006
historical data,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Digitale Provenienzforschung,0.0,0.0,0.0,0.0,0.0,0.0,0.006
Provenienzangaben,0.0,0.0,0.0,0.0,0.0,0.0,0.006
