,DHd 2016,DHd 2017,DHd 2018,DHd 2019,DHd 2020,DHd 2022,DHd 2023,Mean
Throrie und Methoden der digitalen Geisteswissenschaften,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Text-Bild-Beziehung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Kartographie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Historische Klimatologie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Weiße Flecken,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Computer,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Kulturwissenschaft,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Crossmedia,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
forschungsorienterte Datenföderation,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
TUSTEP,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
diachron,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Spanische Literatur,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Textkorpora,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Webservice,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
mündliche Korpora,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Nutzerstudie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
CorpusExplorer,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Don Quijote,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Cervantes,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Spanien,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Genreklassifikation,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Editionsphilologie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Textverlauf,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
SaDA,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
digitization,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Kollokation,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
legal texts,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
complexity,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Visualisierung; Netzwerkanalyse; Diagnostik;,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Darstellung von Unschärfe,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Zeitreihe,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Graph-Datenbanken,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Text-Modellierung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Lateinamerikanische Literatur,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Multilingualität; Multikulturalität; Diversity,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Textannotation,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
tagging,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Interdisziplinärer Autausch,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Repositorien,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
nodegoat,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Transnationalität,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Cosmobilities,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Sanskrit;Pāṇini;Lexik;Sprachwandel,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Bach,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Interaktiv,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Textexploration,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Textumwandlung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
lingustische Annotation,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Sepulkralkulturen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
semitische Sprachen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
small worlds,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Sprechererkennung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Mehrwert von neuen Methoden und Technologien,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Softwarewerkzeuge für die Geisteswissenschaften,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Probleme des Markup und anderer Ansätze zur Formalisierung von Inhalten,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Modellierung geisteswissenschaftlicher Inhalte und Forschungsprozesse,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Gebrauchstauglichkeit,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Taiwan,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
soziale Identität,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
3D-Modelle,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Softwareeinsatz,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Präsentation,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Forschungsaktivitäten,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Digitalisierung OCR Metadaten Transkription TEI,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Information Retrieval,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Sichtbarkeit,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Pattern Mining,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Schnittstellenprobleme (NLP vs. Sprachwissenschaft),0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Community-Standards,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Morphologie(generierung),0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Universal Morphology,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Softwarewartung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Software Aging,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Software Evolution,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Wahrnehmung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Typologie,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
3D-Objekte,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
TEI Encoding,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Literaturgeschichtsschreibung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Literaturkarte,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Handschriftenbeschreibung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Kodikologie,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Restaurierung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
algorithmische Visualisierung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Grammatiken und Sprachtraktate,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Buchdruck,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Infrastrukturbildung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Stilometrie; Autorschaftsattribution,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Open-Source-Worklflow,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Editionsportal,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Meme,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Interfakultär,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Kritische Geisteswissenschaften,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
virtuelle Realität,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Mobil,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Interdisziplinäre Lehre,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Raumgebunden,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
TEI-Modellierung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Übergreifend,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Entwicklungsprozess,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
literaturgeschichtliche Rezeptionsanalyse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Klassizismus,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
unstrukturierte Texte,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Texttechnolgie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
multimodale Medien,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Corpus,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Intertextualitätsforschung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Einzelstellenkommentar,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Editon,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
wikidition,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Datenformate,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Material Culture,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Signifikanztest,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Frequenzanalyse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Korpusvergleich,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Sprache und Recht,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
CARE-Prinzipien,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Kritik digitaler Methoden,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Wissenschaftliche Relevanz,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Positivistischer Methodenfetischismus,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Dependenzannotation,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
n-Gramm-Analyse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Grundlagenreflexion,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Code,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
TextGrid Repository,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Rechtslinguistik,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Referenzkorpus,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Nachnutzbarkeit,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
best practices,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Scholarly Domain Model,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Scholarly Primitives,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Virtuelle Forschungsinfrastruktur,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Literarische Moderne,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Definition,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Software Engineering,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Komparatistische Literturwissenschaft,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
graphische Romane,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Forschungspraxis,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Gruppenbildung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Validierung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Liedtexte,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Referenzdaten,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Stilanalyse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Computergestützte Filmanalyse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Jüdische Geschichte,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Geistewissenschaften,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Textmining,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Visual Analytics,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Coding Cultures,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Denkstile,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Graphstrukturen,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Textauszeichnung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Forschungsdatenrepositorien,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Befund und Deutung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Historiker,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Common Science,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Bach-Forschung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Musikwissenschaften,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Fernando Pessoa,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Assoziationen,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Rezeption von Literatur,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Corpusanalyse,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
multimodale Erzählungen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Meta-Analyse,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Rechtsgeschichte,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Fidus Writer,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Dekolonisation,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.09
Natur und Staat,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Rezeptionsgeschichte,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Texterschließung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
regular expressions,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Volltextdigitalisierung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
annotationsrichtlinien,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
narratologie,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
training,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Shared task,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Short Texts,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
normalization,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
DatenkuratorInnen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Authorship Attribution,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Stylometry,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Robert Musil,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
audiovisual data,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
speech recognition,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
audio mining,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Forschungsdatenzentrum,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Medientheorie,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Paläographie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
automated image interpretation,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
new methods,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
trauma studies,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
date recognition,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Dramatik,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Konfliktforschung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Korrespondenznetzwerke,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Situationstheorie,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Graphische Rekonstruktion,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Omeka,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Max Bense,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Exakt historische Methode,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Inkunabel,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Volkskunde,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Born Digital,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Datenkritik,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Modalitätsinterdependenz,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Text Encoding Initiative,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Musikkritik,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
OpenSource,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
verse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Spanish,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Mündliche Korpora,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
sonnet,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Bioinfomratik,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Vektorsemantik,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Lernverfahren,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Aufdeckungsverfahren,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Inventar,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
distant watching,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
visual internet,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Kostümsprache,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
CTS,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
qualitative Inhaltsanalyse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
GUI,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Auszeichnung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Höfe- und Residenzen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Leistungsbewertung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Datenautorenschaft,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Forschungsdatemanagement,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Finite-State-Morphologie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
benutzerzentrierte Gestaltungsprozesse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Nutzertests,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Dialektometrie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Opinion Mining,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
digitales Archiv,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
17./18. Jahrhundert,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Wandertheater,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Semantic MediaWiki,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
BEACON,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
neue Datenarten,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Gemeinsame Normdatei,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
digitale Literatur,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Forschungswerkstatt,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Podcast,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Bibliometrisches Netwerk,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
MAXQDA,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Vergleich,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Dokumente,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Programmiersprachen,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Referenzen,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Paraphrasen,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
19. Jahrhundert,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Autorschaftsattribuierung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Protégé,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Arbeitsablauf,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
MEDEA,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Ontology,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
word2vec,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
distributional semantics,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Critical Code Studies,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Typo3,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Apache SOLR,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Suche und Visualisierung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Indogermanistik,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Sanskrit,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Methodendiskurs,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Digitale Ressourcen,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Berufe,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Wettbewerb,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Digital Cultural Heritage,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Strukturierte Daten,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Struktur,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Sentiment Analysis; Dramenanalyse;,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Leistungsschutzrecht,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Editorisches Konzept,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Visuelle Syntax,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Interoperabilität von Bildern,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Forschungsdatenmanagement; Bestandsbezogene Forschung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Lehrmaterialien,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
textuelle Daten,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Datensäuberung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Hermeneutische Schleife,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Itinerarerschließung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Altwege- bzw. Altstraßenforschung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Gazetteeranreicherung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Digitales Publizieren; Open Access; Enhanced Publication; Statement Finder; Experteninterview,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Kodikology,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
NLTK,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
interdisziplinäre Annotation,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Faksimile-Viewer,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
No SQL-Database,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
anchor-key XML,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Faksimile,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
historische Reiseführer,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Motif Index,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Web Service,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Sprachdatenbanken,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
GoetheFind,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Mentale Modelle,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Kohärenztechniken,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Forschungsinfrastruktur; Cloud Services; Dialektlexikographie; Workplace Innovation,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Digitale Romanistik,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Mitteldeutschland,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Operative Bildlichkeit,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
SharedCanvas,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
historische Epistemologie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Netzwerktheorie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
interdisziplinäre Forschung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Portale,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Semanic Web,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Arbeitsgruppe,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
nutzerorientierte Softwareentwicklung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Semantische Web,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Gernika,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Psychostilistik,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Datenerschließung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Datenressourcen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Virtuelle Forschungsumgebungen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Webportal,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Retrodigitalisierung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Yenda,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
virtuelle Sammlungen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Nutzerverhalten,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
europäische Öffentlichkeiten,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Sprachwandel,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Diachronie,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Google Books,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Distinktivität,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Bundestagswahl 2017,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Französische Präsidentschaftswahl 2017,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Userkommentare,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Ortsannotationen,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
Onlinezeitung,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Kollokationsanalyse,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Frühneuhochdeutsch,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Sprachgeschichte,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.09
Modulariserung,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.09
